Region,Country_code,Name,Sector,Substance,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
OECD_Europe,AUT,Austria,Other direct soil emissions,CO2,6.442857002,6.442857002,6.442857002,6.442857002,5.185714144,5.028571316,5.185714144,4.557142715,4.085714115,3.928571287,5.342856973,4.923809353,6.65238081,9.271428372,9.009523582,7.49047582,8.590475848,8.799999658,10.00476131,8.747618562,12.72857083,10.99999914,10.99999914,13.09523724,15.714284,12.04761762,12.04761762,12.04761762,12.04761762,13.6190459,12.04761762,12.04761762,12.04761762,16.23809381,22.52380695,14.35237953,35.30476048,53.95237954,32.99999858,40.85714115,31.428568,27.76190162,41.90475848,60.34285201,62.85713772,81.13808899,71.49999535,66.41904363,54.10952019,52.85237733,50.23332977,44.89047303,41.96226775,39.93050038
OECD_Europe,AUT,Austria,Waste incineration,CO2,10.26624456,10.36738928,10.46329277,10.55342337,10.6357682,10.70662631,10.76443416,10.81222874,10.85384752,10.8929461,10.93506765,10.94304485,10.95503772,10.97143494,10.99229267,11.01630575,11.03675101,11.06182176,11.09365055,11.13806785,11.19500704,9.616227228,5.535291665,4.978187498,4.528333332,4.635583332,4.742833332,4.850083332,4.957333332,5.064583332,5.064583332,5.064583332,5.064583332,5.064583332,5.064583332,5.064583332,4.170833333,3.336666666,2.5025,1.668333333,0.834166667,0.834166667,0.834166667,0.834166667,0.834166667,0.834166667,0.834166667,0.834166667,0.834166667,0.834166667,0.834166667,0.834166667,0.834166667,0.834166667
Russia +,AZE,Azerbaijan,Public electricity and heat production,CO2,7425.574308,7425.574308,8028.033295,9098.801257,10221.69743,11098.35958,11891.12962,12506.8981,13172.01942,13881.90448,14455.07193,15247.58658,15771.75687,16243.5497,16449.80782,16840.25997,17045.5956,17343.70445,17083.36491,16570.51293,19827.00202,20614.67993,21893.95591,21492.11078,16086.36378,15150.44334,14134.3417,13649.16122,14745.01665,14702.82242,15325.64386,13818.27935,12647.12825,14255.15697,13306.62301,13946.87505,14362.32991,12478.78471,11689.84038,9457.684212,8358.841821,9624.72138,11757.08136,11659.47256,12252.09466,12465.58112,12429.13588,12293.72032,12328.48192,12355.42125,12238.75588,13064.56647,13871.10264,15351.55421
Russia +,AZE,Azerbaijan,Other Energy Industries,CO2,1248.495258,1248.495258,1338.011659,1436.059595,1536.210175,1608.541869,1673.543898,1735.29665,1863.183677,1909.926742,1966.698906,1985.215378,1999.174886,1999.867966,1981.721174,1976.230973,1973.707561,2030.037088,2032.081644,2013.559824,1977.696881,1859.38922,1113.697998,873.9938155,805.9724564,279.4174906,681.4367078,644.3711885,1141.664971,1219.591956,991.8314303,1332.840949,1338.727624,2034.126378,2384.289372,2534.995931,2600.597244,1988.361179,2187.131945,1986.824607,1529.975149,1934.532061,2120.03204,1987.710508,1873.260868,1870.779391,1810.815756,1897.471048,1730.331754,1833.109,1412.952789,1465.05784,1447.292215,1506.644812
Russia +,AZE,Azerbaijan,Manufacturing Industries and Construction,CO2,8065.348442,8065.348442,8524.700568,9083.78159,9574.625205,10089.15631,10172.7686,10415.99571,10687.71184,11005.9934,11312.08219,11246.46793,11227.76215,11216.87742,11380.93559,11267.08568,11381.02929,11504.29776,11646.60372,11576.80077,16277.04628,17016.59591,9134.789881,7167.016564,6903.540989,8570.289063,4431.169694,3927.616099,2132.25592,2591.443213,2672.114594,2196.245009,3008.123224,2382.449737,1893.367502,1688.07551,1620.592974,2276.345405,2647.834946,1745.913812,1439.445479,1726.750792,2179.088529,2199.628999,2300.89167,2324.678754,2795.966243,1746.906579,1353.221505,2159.419659,2203.764138,2110.085409,2240.82845,2461.805096
Russia +,AZE,Azerbaijan,Domestic aviation,CO2,550.8795841,550.8795841,572.1819259,586.578055,602.3502415,662.8015702,656.0621745,658.6474541,669.7390355,673.2312257,655.8119749,687.4709907,708.1061866,736.2573808,759.8322637,768.0571396,776.7146506,786.7690288,797.8397952,805.7102531,461.6647044,150.6504071,101.4805851,104.533093,86.08586415,55.3410858,104.533093,101.4583999,86.08586415,76.8623999,52.26639275,98.3840143,52.26639275,104.533093,101.4583999,196.7680286,221.3640286,209.0658785,178.3211001,190.61895,273.6304285,313.5989714,335.1205858,479.6219213,509.3452936,584.0640363,707.1312632,998.3167051,1186.933105,927.9571835,409.6591191,295.449655,249.8221191,270.3345483
Russia +,AZE,Azerbaijan,Road transportation no resuspension,CO2,1724.189853,1724.189853,1897.820389,2055.579576,2253.243821,2472.830159,2676.014645,2723.883565,2799.833784,2902.842074,3131.530492,3151.178011,3158.419208,3117.985643,3125.55915,3208.245647,3521.228874,3703.594543,3790.030016,3929.317011,5246.793872,4200.245733,3483.012648,3243.300379,2876.814742,3077.570305,2380.712888,2923.989812,2756.234763,1345.872909,2144.686545,2325.988163,2541.173145,2721.560909,3296.654043,3606.797721,4492.195617,3468.269957,4458.449329,3959.88686,4580.146947,5366.212034,5943.351403,6692.702808,6925.056862,6113.031043,5591.865769,6543.891042,7164.189117,7365.766137,6309.820693,7204.562146,7636.839428,7870.30371
Russia +,AZE,Azerbaijan,Rail transportation,CO2,135.1658738,135.1658738,140.392696,143.924984,147.7949067,162.6274706,160.9738673,161.6082012,164.329673,165.1865299,160.9124774,168.6804519,173.7435807,180.6508629,186.4352843,188.4533706,190.5776098,193.0445896,195.7609543,197.6920792,113.2757774,78.613227,125.8419598,136.509549,121.0851217,54.49696555,63.48182545,38.71372483,35.99599883,30.9598839,24.76810062,21.67204644,12.38389164,43.34409288,30.9598839,61.92009288,34.05593808,37.80017472,31.54337022,34.70412054,9.41754,9.41754,6.32148582,18.83539863,22.125519,19.59704916,15.10707138,27.79570185,19.89352965,25.91218953,6.32148582,5.99266854,6.352147126,6.543223625
Russia +,AZE,Azerbaijan,Inland navigation,CO2,113.0001444,113.0001444,117.3698248,120.3228561,123.5581536,135.9583389,134.5759085,135.1062185,137.3813986,138.0977403,134.5245858,141.0186972,145.2515281,151.0260913,155.8619307,157.5490728,159.32496,161.387382,163.6582925,165.272734,94.69978518,59.97657705,69.44640144,63.13328892,72.60311331,56.81987259,75.75982518,82.07324892,63.13328892,53.66316072,69.44640144,78.91653705,85.22996079,63.13328892,72.60311331,78.91653705,69.44640144,63.15143658,104.2420429,63.21612531,88.50269844,107.4674745,116.9500219,101.1459887,94.82419167,81.80007243,90.71534667,149.8223158,135.914798,97.03683249,122.9553749,181.746515,173.9958082,171.3966146
Russia +,AZE,Azerbaijan,Other transportation,CO2,,,,,,,,,,,,,,,,,,,,,286.9346476,274.8169802,218.9750851,142.785821,81.84422268,94.41638415,81.28896732,73.21052244,58.87136805,65.03108073,68.71681146,78.00699951,236.040722,216.0971102,284.8421636,268.4047671,25.80056952,,,,,,,0.80775024,0.80775024,1.00974951,2.17099146,2.36805393,3.15560817,2.11019712,2.39144274,1.38344283,1.469640046,1.632140537
Russia +,AZE,Azerbaijan,Residential and other sectors,CO2,3564.452795,3564.452795,3786.671069,4003.665248,4207.224019,4943.447105,4741.658528,4948.562705,5158.440741,5371.498864,6261.373956,6643.669045,6863.213036,7096.957533,7470.751354,7754.750439,7968.158939,8250.027692,8531.820675,8680.543365,9198.588418,7804.461272,6297.648188,4136.222656,6243.442375,5033.62533,5120.257169,4833.079701,5236.305411,5678.663732,5956.273348,5883.763221,5593.732703,6011.99347,6033.777383,6635.735275,5969.907361,6118.4424,7438.965863,6981.886856,7157.495529,7279.32316,6341.582275,6221.847797,6728.349968,7079.387274,7761.321036,7190.42671,7476.798543,8424.078181,9255.370157,9641.117102,10239.4461,11284.35108
Russia +,AZE,Azerbaijan,Fugitive emissions from gaseous fuels,CO2,693.1533895,693.1533895,707.0194569,722.7460008,738.2370997,700.2346875,762.597397,784.3214759,1405.576727,1442.683324,1439.358918,1439.124369,1453.116446,1452.113234,1494.032291,1569.931552,1589.097631,1603.77045,1624.270089,1640.221691,1737.865755,1882.519571,1791.183161,1479.003671,831.8228622,1216.304128,1037.317039,805.1640412,744.2731798,1075.437039,940.5577013,1195.80323,1183.132097,953.1503266,987.0291054,928.914992,1213.577646,1094.269675,1432.805226,2335.011131,2202.979742,1760.131862,1755.284889,1757.203386,1857.728981,2143.704381,1587.203724,1516.573117,1145.421256,1421.520677,1315.415987,1378.129515,1336.314673,1295.768566
Russia +,AZE,Azerbaijan,Fugitive emissions from oil and gas,CO2,4.537059845,4.537059845,4.612978785,5.114343062,5.451103531,5.855846512,6.390941609,6.779354629,7.129169486,5.674266518,5.810721493,5.800474828,5.896965565,5.985304815,6.029011125,6.160298557,6.158105497,6.177389423,8.110309553,7.961590359,7.497215492,6.922128893,5.886711366,5.27766792,4.719460362,3.528170409,3.472804907,46.06081968,128.8205698,272.6366292,276.0746261,275.2107386,200.7893918,216.4089611,188.3436364,299.4098999,320.8561734,188.0632291,969.0311431,479.3562581,270.6130641,517.535647,677.0850762,881.6494003,632.1019076,399.7501234,388.619395,317.7625701,408.3926991,461.9050294,289.4616491,291.7667999,414.6494814,716.9356179
Russia +,AZE,Azerbaijan,Cement production,CO2,358.644,375.124,388.755,405.324,424.468,447.33,452.188,461.244,457.864,441.327,446.004,450.585,435.666,546.21,542.64,566.25,574.72,575.34,33.225,466.4,432.63,403.351,360.572,280.348,203.145,85.26,96.782,136.71,87.033,76.641,86.4,224.367,360.4,426.22,597.74,639.1,667.44,691.21,675.2,501.81,526.948,609.9,778.536,959.728,1235.22,1145.641,986.601,1262.464201,1467.271549,1498.382839,1390.557698,1477.762892,1477.762892,1477.762892
Russia +,AZE,Azerbaijan,Lime production,CO2,30.75,30.75,30.975,31.2,31.2,31.2,32.475,33.75,33.75,34.425,35.1,35.85,35.85,42.225,42.225,41.85,41.85,41.85,43.8,43.5,33,31.5,28.5,11.25,5.25,2.25,0.75,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia +,AZE,Azerbaijan,Soda ash production and use,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02920189,0.69872803,0.11584144,0.209075755,0.318520247,0.427964738,0.53740923,0.581710688,0.35990543,0.517332568,0.53185902,1.10023472,2.00048509,2.72834114,3.793899705,3.789989575,3.450732885,5.351204635,3.60177504,1.699364825,,,,,,,,
Russia +,AZE,Azerbaijan,Production of other minerals,CO2,0.258908,0.2643635,0.269659,0.274803,0.279808,0.28469,0.2894525,0.29412,0.2987525,0.3034265,0.3081995,0.313097,0.3181145,0.3232385,0.328443,0.3337055,0.3389985,0.3443215,0.349707,0.355203,0.360825,0.366626,0.372546,0.378358,0.3837565,0.3885405,0.3926145,0.3960895,0.3992265,0.4024,0.405887,0.4097825,0.41403,0.418577,0.423315,0.42817,0.433107,0.438168,0.4434355,0.4490245,0.4549945,0.4613755,0.468074,0.467845989,0.474869752,0.481998963,0.487399856,0.492861267,0.498383873,0.50449145,0.466596737,0.522600445,0.522600445,0.522600445
Russia +,AZE,Azerbaijan,Production of chemicals,CO2,114.446468,118.061305,125.863605,130.517712,132.826316,117.692497,128.919334,133.304294,139.853581,146.643114,142.484387,155.465618,156.256595,190.033328,166.815865,145.312828,134.271113,134.647398,281.367835,314.299228,203.432049,233.23898,51.586528,92.840703,69.712184,82.51448,94.4454,57.76932,71.59814,87.35531,105.80934,81.48474,93.81824,103.80054,103.80054,103.80054,103.80054,103.80054,103.80054,84.58024,65.35994,46.13964,26.91934,7.69904,7.69904,7.69904,7.69904,7.69904,7.69904,7.69904,18.57125544,19.18186774,18.5802117,20.60166501
Russia +,AZE,Azerbaijan,Production of metals,CO2,112.4138752,114.639104,120.082344,132.3578688,134.1057281,141.2463809,150.6760193,153.4308417,157.0885665,149.3132176,159.7631295,161.865523,164.0147485,171.338812,171.2012908,172.9632572,173.9370728,171.5566744,171.2800524,136.4806964,115.1252516,102.8473624,117.86481,59.27925,25.1,22.690722,5.57293,12.78525,7.40865,3.837866,1.668666,1.762166,9.938696,64.178596,82.830996,101.191416,95.877696,81.105396,132.0604,22.0465,5.4443,16.3889,98.113,97.513,92.8069,97.8151,69.7787,55.65,84.007,63.5781,59.4216,64.22798555,68.46504028,72.92345283
Russia +,AZE,Azerbaijan,Non-energy use of lubricants/waxes (CO2),CO2,8.024741419,8.024741419,9.401171735,10.00304234,10.58142259,11.99350597,12.20568285,13.12370863,14.10271155,14.92363642,15.32406876,15.329318,15.49024096,15.81732508,15.80615093,16.14642907,16.21422798,16.85707182,18.81037566,19.13643289,15.43498824,21.6089706,18.52201029,12.34802793,12.34802793,15.43498824,13.58282352,12.96539559,2.46959265,20.37417501,22.2264,23.46119706,20.99160294,19.75680735,27.16558677,27.16558677,22.2264,12.9984456,29.54187705,21.8610021,18.31595451,24.81514644,24.81514644,26.5876695,27.76935252,27.17851101,18.31595451,29.12828667,29.60096076,37.51817055,34.50488076,38.22718095,42.20942624,46.6065145
Russia +,AZE,Azerbaijan,Solvent and other product use: paint,CO2,19.22514,19.6311918,20.0257222,20.4093274,20.7826938,21.1469082,21.5022302,21.8504198,22.1958902,22.544214,22.899558,23.2640628,23.637449,24.0184274,24.4045296,24.7940088,25.1841986,25.5755302,25.9726566,26.3821096,26.807,27.2504826,27.706547,28.1580222,28.5817906,28.961493,29.291537,29.5772598,29.8269906,30.0540526,30.2692346,30.4739094,30.6678768,30.85874,31.055398,31.2642814,31.4670521,31.67287915,31.87717803,32.08224099,32.28730395,32.49236691,32.69742988,32.86148025,33.02553062,33.18958099,33.37003639,33.55147295,33.73389601,33.90837916,47.24294979,36.93764441,39.23719831,43.50604982
Russia +,AZE,Azerbaijan,Solvent and other product use: degrease,CO2,2.121534143,2.164337363,2.205596537,2.245655698,2.284973554,2.323906422,2.362642701,2.401309354,2.440135736,2.479338915,2.519103192,2.559477715,2.600532109,2.642520302,2.685733082,2.730317892,2.776262445,2.823308716,2.871038954,2.918896157,2.966356085,3.013533416,3.060211082,3.105193166,3.14694791,3.184512844,3.217326871,3.246045288,3.272351391,3.298657493,3.326757473,3.35728615,3.389940448,3.424486918,3.460331696,3.497081604,3.5345892,3.573132985,3.613110234,3.655090236,3.699343301,3.74600049,3.79454985,3.843848707,3.892373493,3.938944674,3.983136305,4.024997535,4.064448088,4.101579297,4.136460788,4.168921364,4.198819316,4.226669464
Russia +,AZE,Azerbaijan,Solvent and other product use: chemicals,CO2,2.96296,2.941796,3.535508743,4.120310229,4.544848,4.812248571,5.074771429,5.333262,5.734155429,5.909746857,5.907942857,5.747760857,5.560393143,5.573630857,5.65092,5.716464286,5.041344,5.021562857,4.651372,4.083888286,3.221667429,2.9217254,1.028720629,0.340135714,0.111157829,0.055515429,0.051521486,0.045032114,0.0256256,0.000662829,0.000656857,0.028433429,0.028172571,0.027911714,0.027650857,0.02739,0.02739,0.02739,0.02739,0.02739,0.02739,0.02739,0.02739,0.02739,0.02739,0.02739,0.02739,0.02739,0.02739,0.02739,0.02739,0.028290568,0.027403209,0.03038457
Russia +,AZE,Azerbaijan,Solvent and other product use: other,CO2,10.48345596,10.52645195,10.55224563,11.10584704,11.2233473,11.07070009,11.24407902,11.48397331,11.49448581,11.67203031,11.66742125,11.86277061,12.03626007,12.11969516,12.11298977,12.33321196,12.45457127,12.71331635,12.95316198,13.20754695,13.14108601,13.05530225,13.24150989,13.09777016,13.18949711,13.26260254,13.41102456,13.01684409,13.1249063,13.20119234,13.32789412,13.44673904,13.63501456,13.90893374,14.18160792,14.5491942,14.4862953,14.52107688,14.54744253,14.74945,15.07017277,15.37459668,15.51456009,15.66490433,15.82872709,16.0493832,16.42889132,17.07560834,17.32369769,17.75608234,18.71730301,18.72288335,18.96596633,19.53163921
Russia +,AZE,Azerbaijan,Other direct soil emissions,CO2,41.46615189,41.46615189,41.46615189,41.46615189,44.97482628,44.97482628,47.57443503,53.36374778,54.67152641,56.23448137,57.71769373,57.89312745,57.82933337,61.54533852,61.59318408,63.01260235,65.38893183,66.98378382,62.19922783,50.70034494,47.581259,44.46217305,41.34308711,38.22400116,35.10491521,31.98582927,28.86674332,25.74765738,31.271427,42.58571414,6.6,30.95714283,52.01428569,108.4285714,58.14285714,49.02857143,66.94285714,55.94285714,97.42857143,61.23333325,51.43809518,73.90952367,62.33333316,58.82380915,105.0761902,103.0857137,95.90952327,132.314284,162.6428563,241.3190427,261.1714229,132.5761865,136.3476144,140.7702241
Russia +,AZE,Azerbaijan,Waste incineration,CO2,1.064571338,1.064571338,1.092678832,1.120786326,1.148893821,1.177001315,1.200717013,1.224432711,1.248148409,1.272742466,1.297336524,1.321930581,1.346524638,1.371997055,1.39834783,1.425576965,1.451049382,1.476521798,1.502872574,1.52922335,1.555574125,1.571384591,1.586316697,1.600370444,1.612667473,1.622329424,1.633748093,1.643410044,1.651315277,1.65922051,1.668004102,1.689963082,1.712800421,1.737394478,1.761988535,1.787460952,1.813811727,1.841040862,1.868269997,1.89725585,1.927998422,1.961376071,1.996510439,2.089616513,2.12562924,2.161641967,2.199411412,2.236302498,2.271436865,2.306571233,2.339948882,2.375610265,2.411815136,2.448571779
Eastern_Africa,BDI,Burundi,Public electricity and heat production,CO2,0.22600966,0.22600966,0.282512075,0.282512075,0.254260868,0.366411169,5.861024973,5.672666331,5.866152142,6.225727085,9.597072363,13.21246208,12.12710128,16.09697111,22.07415729,21.71180435,24.48305749,26.9680661,40.24018266,32.64707652,50.61408973,74.29971467,54.42931562,60.82018906,60.84431287,58.59981482,64.8612772,63.19220127,74.18284458,72.83679971,74.51476823,60.42760282,56.27657271,44.42787191,51.78243575,42.65744046,53.34532689,81.17875639,44.78493498,46.15401598,66.74051893,84.72243958,76.45970063,90.99610181,83.79872064,87.7821554,97.21745894,107.8634043,146.6736142,145.1681309,149.1744262,151.5758244,140.5031184,140.552504
Eastern_Africa,BDI,Burundi,Other Energy Industries,CO2,0.904090414,0.904090414,0.931487093,0.931487093,1.04107381,0.904090414,0.904090414,0.931487093,0.958883772,1.095867168,1.232850564,0.472629873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern_Africa,BDI,Burundi,Manufacturing Industries and Construction,CO2,21.63856066,21.63856066,21.87371945,21.63891656,23.91304222,23.65411618,19.77197641,17.06040728,18.06782527,22.32042194,19.58212954,20.35478876,12.42593902,15.95413894,16.76604875,18.36937606,21.40939651,51.40232222,58.51306478,57.53118458,17.35710585,25.05016502,19.27779854,21.05589569,22.48904174,21.62798696,24.74916133,26.2400386,26.74964646,26.85187206,30.49676197,23.61343015,21.60333508,18.57674555,22.09940333,19.54585096,27.16480937,47.83118919,27.25759502,27.79212398,48.7535698,65.04105781,57.32097253,55.98327774,54.09714643,55.34036639,50.89837614,67.56219624,94.59098336,106.8371171,112.2074962,110.473729,102.403556,102.4395499
Eastern_Africa,BDI,Burundi,Domestic aviation,CO2,1.417091444,1.417091444,1.391342011,1.476974463,1.534062765,1.675386161,1.449827671,1.447032954,1.642649935,3.215969932,3.326886033,3.890805063,2.568056043,3.153554497,4.503395532,3.529943662,4.195360508,5.915428394,8.269729896,15.54773838,5.497394119,6.216137402,5.256655267,6.160801188,7.176397341,9.084706851,10.72662428,11.51781649,12.74436741,12.82569176,12.68493659,8.867346513,8.14653083,6.319392022,7.936500846,6.040726822,6.701023525,10.60928141,5.735704654,6.310555068,9.421952734,3.788237343,3.72462715,3.332084353,2.945716094,2.362559253,2.710743554,3.077776177,3.829297506,4.154282692,3.779872959,4.394159876,5.413048569,6.279647566
Eastern_Africa,BDI,Burundi,Road transportation no resuspension,CO2,4.872398068,4.872398068,5.369027992,5.969515199,5.996851652,7.585110178,10.37159885,13.80054726,14.67622851,14.89857915,15.89824228,19.51265651,16.31421017,19.72764635,24.56684429,23.47799923,26.66354112,27.44997632,58.37879189,59.59371941,80.98208931,117.3751802,94.02681737,104.6696724,107.7988955,107.3656688,113.9676981,113.3194739,118.9185817,125.7432567,120.5188608,93.84052876,88.73379096,72.67794099,87.04549748,74.6246736,99.01691862,173.2293673,102.9076491,101.3295112,146.5164836,182.5473282,171.5750968,192.9954101,163.7206966,172.8536461,200.1004063,236.8877547,312.2575606,373.0617858,394.742182,401.6407209,372.3006223,372.4314826
Eastern_Africa,BDI,Burundi,Rail transportation,CO2,,,,,0.028251208,0.028251208,0.028251208,,0.028251208,0.028251208,0.028251208,0.032491443,0.029206385,0.033952698,0.042162024,0.04108233,0.043756845,0.04597701,0.066893555,0.070473539,0.073034466,0.101311167,0.078065278,0.085223912,0.086231678,0.082533033,0.085148363,0.081753944,0.081812312,,,,,,0.140298117,0.114138356,0.138760588,0.216741216,0.118771371,0.378463731,0.943882227,1.947833073,2.094497045,3.700131475,4.606042496,4.661626034,8.036564471,9.720272363,12.64675185,16.07543917,18.63517257,18.87571744,17.49683482,17.5029848
Eastern_Africa,BDI,Burundi,Inland navigation,CO2,,,,,,,,,0.028251208,0.028251208,0.056502415,0.064982886,0.05841277,0.067905397,0.084324047,0.082164661,0.043756845,0.04597701,,,0.142354077,0.1974692,0.152159812,0.16611296,0.168077232,0.160868072,0.165965704,0.159349521,0.159463288,0.159463444,0.153812869,0.057712676,0.1042807,0.365901365,0.559463518,0.455146851,0.553332348,0.792046802,0.434031358,0.377064543,0.837067784,1.150270796,0.982229463,1.072671122,1.629288107,1.495302274,2.093265586,2.572456323,3.31926721,3.983887368,4.246153724,4.467134326,6.351951306,6.031474819
Eastern_Africa,BDI,Burundi,Other transportation,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.741283118,2.016444287,1.480112935,,,,,,,,,0.859178244,1.465108672,1.920471014,2.711023467,3.541593317,4.31314474,4.380646819,4.060637908,4.062065186
Eastern_Africa,BDI,Burundi,Residential and other sectors,CO2,20.30808378,20.30808378,19.21307563,20.47730372,22.08303997,22.84199714,20.9287921,22.4954738,21.24384633,24.36893575,21.11556354,19.90731392,19.20096556,23.62791767,26.8979548,27.40343969,22.625678,37.10090266,50.01248391,63.880634,32.27577722,45.62245877,35.62627581,38.78801338,41.72938208,40.38977935,41.71321707,41.79950194,38.52966597,41.023495,40.34672325,31.42688779,30.02880987,24.13707687,27.64943127,20.43399719,25.23754172,38.06253712,19.57484731,18.7510363,26.25637848,39.45959093,35.33073459,36.44687399,34.88958557,32.56558055,37.12589227,41.91204182,53.16701822,57.02971462,59.78585681,64.07438374,59.3937111,59.41458745
Eastern_Africa,BDI,Burundi,Fugitive emissions from oil and gas,CO2,2.89E-06,2.89E-06,3.27E-06,2.41E-06,2.90E-06,2.65E-06,2.65E-06,5.98E-07,2.61E-06,3.08E-06,4.04E-06,3.69E-06,1.92E-06,2.72E-06,2.82E-06,2.67E-06,5.93E-06,8.66E-06,1.27E-05,1.22E-05,6.29E-06,6.64E-06,2.53E-06,2.91E-06,3.07E-06,3.08E-06,3.24E-06,3.16E-06,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern_Africa,BDI,Burundi,Cement production,CO2,,,,,,,,,,,0.0463,0.3672,0.1368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.39,25.134,33.9,23.24,35.4,40.238,18.00364023,39.7618487,29.29663178,82.03056897,70.31191626,70.31191626,70.31191626
Eastern_Africa,BDI,Burundi,Lime production,CO2,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.75,0.75,0.72406632,0.769371378,0.803882871,0.852358243,0.870493525,0.926056941,,,,,,,,,
Eastern_Africa,BDI,Burundi,Soda ash production and use,CO2,,,,,,,,,,,,,,,,,,,,,,,,0.23489,0.383926875,0.48389,0.249,0.12533,0.00166,0.19256,0.096539375,0.00051875,0.008715,0.005952553,0.003190105,0.00664,0.003328923,0.000017845,0.00017181,0.000325775,0.0002075,0.00041915,0.000840375,0.00042828,0.004212665,0.011424535,0.01378547,0.015945545,0.00044571,0.0077854,0.02179912,0.02441558,0.02441558,0.02441558
Eastern_Africa,BDI,Burundi,Production of other minerals,CO2,0.1728555,0.1753795,0.177367,0.1791475,0.1811925,0.1838495,0.187235,0.191274,0.1958935,0.2009465,0.206327,0.2119835,0.217956,0.2243305,0.231231,0.238713,0.2468215,0.255429,0.2642085,0.272724,0.280657,0.2879715,0.2947565,0.300995,0.306702,0.3119515,0.3166705,0.32102,0.325596,0.3311855,0.3383535,0.347336,0.357996,0.370061,0.3830805,0.3967105,0.4109035,0.425729,0.44109,0.4568895,0.473056,0.4895075,0.50623,0.506531135,0.523523772,0.541086463,0.554692555,0.568640785,0.582939755,0.598221479,1.675020141,1.876065994,1.876065994,1.876065994
Eastern_Africa,BDI,Burundi,Non-energy use of lubricants/waxes (CO2),CO2,0.420660377,0.420660377,0.469068679,0.485377358,0.507639999,0.458713962,0.323326037,0.351024905,0.236864151,0.318666415,0.302875471,0.336127595,0.387781794,0.376133333,0.40565046,0.379451985,0.420192704,1.158128356,1.773879154,1.828130418,0.518645708,0.797428414,0.479263044,0.572409282,0.545991788,0.459047602,0.47359403,0.454714318,0.488023662,0.535252283,0.516285656,0.396007019,0.394940548,0.322072442,0.404952069,0.300161326,0.382713562,0.695105581,0.312345239,0.349563456,0.595330093,0.902322629,0.734941963,0.94501314,0.908754112,0.694115947,0.694773999,1.02993922,1.469009455,1.602487058,1.532107438,1.530543046,1.697696855,1.883105882
Eastern_Africa,BDI,Burundi,Solvent and other product use: paint,CO2,1.990274,2.0109254,2.0265212,2.0407904,2.0589228,2.084819,2.1194668,2.1622304,2.2133364,2.2725582,2.3394998,2.4141304,2.4959726,2.5834534,2.674485,2.7671754,2.8610538,2.9552842,3.0471826,3.133526,3.212,3.2825936,3.3459712,3.4015894,3.4490412,3.488892,3.52033,3.5458478,3.5734468,3.6136562,3.6741342,3.757545,3.8622342,3.9860304,4.1249076,4.2754052,4.4200926,4.5676851,4.71382505,4.860691275,5.0075575,5.154423725,5.30128995,5.41878293,5.53627591,5.65376889,5.783011168,5.915207859,6.050426498,6.176755212,,,,
Eastern_Africa,BDI,Burundi,Solvent and other product use: degrease,CO2,0.086119231,0.087359827,0.088323295,0.089181594,0.090180949,0.0914993,0.093198204,0.095230059,0.097537298,0.100017992,0.102597624,0.105248531,0.107994888,0.110869342,0.11392373,0.117182973,0.120659283,0.124302318,0.127996194,0.131586395,0.134960527,0.138116595,0.141084505,1.823565357,1.816274948,0.620404704,0.622374754,0.624143936,0.625994363,0.628301851,0.631336551,0.635202385,0.639831318,0.645103227,0.65081874,0.656820852,0.663102334,0.792717961,1.201618824,1.974131767,1.022629672,6.38296728,9.500804618,15.19759302,14.26657335,15.75435078,18.70165015,22.20667477,26.37503198,28.61142347,31.48105213,34.6396823,38.1164619,41.2987144
Eastern_Africa,BDI,Burundi,Solvent and other product use: chemicals,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01113112,,,,,,,,,,,0.19960754,0.24901459,,0.13289452,,,0.665775,,,,,,,,,,
